доброе утро мы хотим чтобы ты забрал инструмент в медпункт потом переместился в исходную точку,взять(инструмент)взять движение(медпункт)движение движение(обратно)движение
отдай зонтик сюда вот из пункт 19,движение(пункт 19)движение взять(зонтик)взять движение(обратно)движение
добрый вечер мой коллега просит чтобы ты в аудитория 682 отдал телефон и только потом вернулся,взять(телефон)взять движение(аудитория 682)движение движение(обратно)движение
 потрудись прихватить аптечка для нас именно из пост охраны,движение(пост охраны)движение взять(аптечка)взять движение(обратно)движение
можешь сходить пожалуйста в кампус Евразия и захватить весы им,взять(весы)взять движение(кампус Евразия)движение
добрый вечер они хотят чтобы ты передал аптечка в кабинет 103 после этого прибыл назад,взять(аптечка)взять движение(кабинет 103)движение движение(обратно)движение
не сочтите за труд отвезти тетрадь в библиотека и после идти в начальную точку,взять(тетрадь)взять движение(библиотека)движение движение(обратно)движение
 принеси документация в библиотека и только после этого сгоняй назад,взять(документация)взять движение(библиотека)движение движение(обратно)движение
 попробуйте отвезти аптечка в аудитория 518 а потом вернуться,взять(аптечка)взять движение(аудитория 518)движение движение(обратно)движение
добрый вечер забери прибор в аудитория 973 и затем пойди в начальную точку,взять(прибор)взять движение(аудитория 973)движение движение(обратно)движение
сделай одолжение возьми телефон из пост охраны,движение(пост охраны)движение взять(телефон)взять движение(обратно)движение
добрый день коллегам охота чтобы ты съездил в библиотека и передал яблоко нам именно,движение(библиотека)движение взять(яблоко)взять движение(обратно)движение
добрый день переместись в буфет и привези сюда документация,движение(буфет)движение взять(документация)взять движение(обратно)движение
пожалуйста забери только нам весы из пост охраны,движение(пост охраны)движение взять(весы)взять движение(обратно)движение
будь добр доставь вот нам инструмент из пункт 989,движение(пункт 989)движение взять(инструмент)взять движение(обратно)движение
не откажите в любезности добраться в отдел кадров и передать работа коллективу потом добраться в исходную точку,взять(работа)взять движение(отдел кадров)движение движение(обратно)движение
привет Алексею Вячеславовичу хочется чтобы ты в кабинет 705 забрал тетрадь затем поехал в исходную точку,взять(тетрадь)взять движение(кабинет 705)движение движение(обратно)движение
извольте довезти весы в пункт 33 ,взять(весы)взять движение(пункт 33)движение
добрый вечер он жаждет чтобы ты занес пицца из аудитория 151,движение(аудитория 151)движение взять(пицца)взять движение(обратно)движение
сгоняй пожалуйста в пункт 517 и передай им груз после чего иди назад,взять(груз)взять движение(пункт 517)движение движение(обратно)движение
привет состав просит чтобы ты забрал груз в кампус Северная Америка и после чего зашел в начальную точку,взять(груз)взять движение(кампус Северная Америка)движение движение(обратно)движение
пожалуйста можете передать ножницы в библиотека,взять(ножницы)взять движение(библиотека)движение
возьми весы пожалуйста из аудитория 316,движение(аудитория 316)движение взять(весы)взять движение(обратно)движение
сделай одолжение пойди в отдел кадров и забери яблоко туда и только потом возвращайся,взять(яблоко)взять движение(отдел кадров)движение движение(обратно)движение
привет мы просим чтобы ты отвез чашка в пункт 113 а затем зашел назад,взять(чашка)взять движение(пункт 113)движение движение(обратно)движение
зайди пожалуйста в библиотека и отвези ножницы им,взять(ножницы)взять движение(библиотека)движение
будь другом доберись в пост охраны и довези документация им а после вернись,взять(документация)взять движение(пост охраны)движение движение(обратно)движение
пожалуйста можешь захватить телефон в пункт 195 после сгонять обратно,взять(телефон)взять движение(пункт 195)движение движение(обратно)движение
не сочти за труд прихватить работа пожалуйста мне только из пункт 823,движение(пункт 823)движение взять(работа)взять движение(обратно)движение
потрудитесь прихватить документация в библиотека,взять(документация)взять движение(библиотека)движение
забери прибор из медпункт пожалуйста,движение(медпункт)движение взять(прибор)взять движение(обратно)движение
прошу передай блокнот в кабинет 935,взять(блокнот)взять движение(кабинет 935)движение
будь так добр прибудь в кампус Северная Америка и увези мне яблоко,движение(кампус Северная Америка)движение взять(яблоко)взять движение(обратно)движение
 желаю чтобы ты увез прибор сюда из аудитория 246,движение(аудитория 246)движение взять(прибор)взять движение(обратно)движение
добрый вечер я хочу чтобы ты в кабинет 797 довез чашка а после чего прибыл в исходную точку,взять(чашка)взять движение(кабинет 797)движение движение(обратно)движение
доставь инструмент из кампус Африка нам вот ,движение(кампус Африка)движение взять(инструмент)взять движение(обратно)движение
можете занести только мне печать из кампус Бразилия,движение(кампус Бразилия)движение взять(печать)взять движение(обратно)движение
попробуйте передать документация из пост охраны,движение(пост охраны)движение взять(документация)взять движение(обратно)движение
 Николаю хочется чтобы ты занес весы в пункт 97,взять(весы)взять движение(пункт 97)движение
не сочти за труд доставить телефон из аудитория 227 пожалуйста,движение(аудитория 227)движение взять(телефон)взять движение(обратно)движение
добрый вечер Полина и Ксения жаждят чтобы ты принес аптечка для меня только из отдел кадров,движение(отдел кадров)движение взять(аптечка)взять движение(обратно)движение
переместись в библиотека и захвати сюда работа,движение(библиотека)движение взять(работа)взять движение(обратно)движение
доброе утро Настя просит чтобы ты в аудитория 431 взял работа и только после этого вернулся,взять(работа)взять движение(аудитория 431)движение движение(обратно)движение
добрый день я жажду чтобы ты передал зонтик из медпункт,движение(медпункт)движение взять(зонтик)взять движение(обратно)движение
добрый день желаю чтобы ты доставил тетрадь в пункт 494 а после чего переместился в начальную точку,взять(тетрадь)взять движение(пункт 494)движение движение(обратно)движение
забери ножницы пожалуйста в буфет после сходи назад,взять(ножницы)взять движение(буфет)движение движение(обратно)движение
добрый день мы требуем чтобы ты сгонял в медпункт и прихватил весы именно для нас,движение(медпункт)движение взять(весы)взять движение(обратно)движение
доставь кружка пожалуйста в кабинет 495 и вот только тогда возвращайся,взять(кружка)взять движение(кабинет 495)движение движение(обратно)движение
привези телефон пожалуйста в пост охраны и только после этого дойди в начальную точку,взять(телефон)взять движение(пост охраны)движение движение(обратно)движение
друг заедь в отдел кадров и передай туда печать после чего иди на прежнее место,взять(печать)взять движение(отдел кадров)движение движение(обратно)движение
не сочти за труд принести инструмент пожалуйста из пункт 112,движение(пункт 112)движение взять(инструмент)взять движение(обратно)движение
передай зонтик в пост охраны и после этого приедь в начальную точку ,взять(зонтик)взять движение(пост охраны)движение движение(обратно)движение
привет дойди в медпункт и отдай им зонтик и вот только тогда заедь назад,взять(зонтик)взять движение(медпункт)движение движение(обратно)движение
 мы просим чтобы ты съездил в кабинет 824 и доставил весы именно нам,движение(кабинет 824)движение взять(весы)взять движение(обратно)движение
 мне охота чтобы ты отвез зонтик только для нас из медпункт,движение(медпункт)движение взять(зонтик)взять движение(обратно)движение
привет забери весы из отдел кадров,движение(отдел кадров)движение взять(весы)взять движение(обратно)движение
не откажите в любезности сходить в кампус Евразия и привезти коллективу аптечка,взять(аптечка)взять движение(кампус Евразия)движение
доставь документ в кампус Африка и после чего приедь назад ,взять(документ)взять движение(кампус Африка)движение движение(обратно)движение
привет сходи в аудитория 457 и увези коллегам пенал,взять(пенал)взять движение(аудитория 457)движение
 приедь в отдел кадров и возьми прибор туда и только тогда доберись на прежнее место,взять(прибор)взять движение(отдел кадров)движение движение(обратно)движение
отнеси пенал в кампус Африка,взять(пенал)взять движение(кампус Африка)движение
привези инструмент пожалуйста в пост охраны и только потом сходи в исходную точку,взять(инструмент)взять движение(пост охраны)движение движение(обратно)движение
добрый день коллеги желают чтобы ты увез зонтик мне именно из библиотека,движение(библиотека)движение взять(зонтик)взять движение(обратно)движение
будь другом отдай печать в пост охраны и затем съезди в исходную точку,взять(печать)взять движение(пост охраны)движение движение(обратно)движение
можете отнести пицца из кампус Южная Америка,движение(кампус Южная Америка)движение взять(пицца)взять движение(обратно)движение
 я требую чтобы ты добрался в аудитория 451 и привез весы именно нам,движение(аудитория 451)движение взять(весы)взять движение(обратно)движение
 его группа жаждет чтобы ты в пункт 53 увез прибор а потом съездил в начальную точку,взять(прибор)взять движение(пункт 53)движение движение(обратно)движение
 передай кружка из буфет,движение(буфет)движение взять(кружка)взять движение(обратно)движение
друг принеси яблоко в кампус Южная Америка потом иди назад,взять(яблоко)взять движение(кампус Южная Америка)движение движение(обратно)движение
привет наша группа жаждет чтобы ты в медпункт занес ножницы и после этого переместился назад,взять(ножницы)взять движение(медпункт)движение движение(обратно)движение
довези объект в медпункт и только потом вернись ,взять(объект)взять движение(медпункт)движение движение(обратно)движение
добрый вечер хочется чтобы ты занес зонтик из буфет,движение(буфет)движение взять(зонтик)взять движение(обратно)движение
попробуй дойти пожалуйста в библиотека и отнести зонтик коллегам,взять(зонтик)взять движение(библиотека)движение
не сочтите за труд заехать в медпункт и прихватить для меня чашка,движение(медпункт)движение взять(чашка)взять движение(обратно)движение
привет руководителям охота чтобы ты доставил телефон в аудитория 471,взять(телефон)взять движение(аудитория 471)движение
привези инструмент из пункт 246 пожалуйста,движение(пункт 246)движение взять(инструмент)взять движение(обратно)движение
 они желают чтобы ты съездил в пункт 549 и занес зонтик для меня ,движение(пункт 549)движение взять(зонтик)взять движение(обратно)движение
 моя команда просит чтобы ты довез пицца в отдел кадров а после чего заехал в исходную точку,взять(пицца)взять движение(отдел кадров)движение движение(обратно)движение
можете занести прибор из буфет,движение(буфет)движение взять(прибор)взять движение(обратно)движение
пожалуйста потрудитесь привезти объект именно сюда из библиотека,движение(библиотека)движение взять(объект)взять движение(обратно)движение
 мой состав просит чтобы ты принес объект нам из буфет,движение(буфет)движение взять(объект)взять движение(обратно)движение
доброе утро зайди в библиотека и отдай прибор туда,взять(прибор)взять движение(библиотека)движение
доставь кружка из пост охраны пожалуйста,движение(пост охраны)движение взять(кружка)взять движение(обратно)движение
изволь принести кружка в буфет и потом пойти в исходную точку,взять(кружка)взять движение(буфет)движение движение(обратно)движение
можешь отнести инструмент пожалуйста из кабинет 342,движение(кабинет 342)движение взять(инструмент)взять движение(обратно)движение
пожалуйста извольте занести пенал в аудитория 324,взять(пенал)взять движение(аудитория 324)движение
 увези тетрадь в медпункт после чего вернись,взять(тетрадь)взять движение(медпункт)движение движение(обратно)движение
увези для нас именно весы из медпункт,движение(медпункт)движение взять(весы)взять движение(обратно)движение
 они просят чтобы ты в кабинет 407 привез объект затем дошел в исходную точку,взять(объект)взять движение(кабинет 407)движение движение(обратно)движение
добрый день мой коллектив просит чтобы ты отнес документ вот сюда из буфет,движение(буфет)движение взять(документ)взять движение(обратно)движение
увези прибор пожалуйста в пункт 797,взять(прибор)взять движение(пункт 797)движение
пожалуйста принеси чашка из кабинет 586,движение(кабинет 586)движение взять(чашка)взять движение(обратно)движение
 его команда требует чтобы ты занес пицца вот для нас из кампус Антарктида,движение(кампус Антарктида)движение взять(пицца)взять движение(обратно)движение
сделай одолжение приедь в аудитория 256 и довези весы для них и вот только тогда сбегай в исходную точку,взять(весы)взять движение(аудитория 256)движение движение(обратно)движение
доброе утро Николай и Ксения желают чтобы ты принес работа из кампус Бразилия,движение(кампус Бразилия)движение взять(работа)взять движение(обратно)движение
потрудись пойти пожалуйста в библиотека и передать туда груз,взять(груз)взять движение(библиотека)движение
добрый день Полина и Настя жаждят чтобы ты передал яблоко из буфет,движение(буфет)движение взять(яблоко)взять движение(обратно)движение
привет переместись в отдел кадров и отнеси коллегам чашка,взять(чашка)взять движение(отдел кадров)движение
сгоняй в отдел кадров и отдай коллегам ножницы,взять(ножницы)взять движение(отдел кадров)движение
добрый день сбегай в отдел кадров и отнеси груз коллегам и после возвращайся обратно,взять(груз)взять движение(отдел кадров)движение движение(обратно)движение
не откажи в любезности взять печать из библиотека,движение(библиотека)движение взять(печать)взять движение(обратно)движение
добрый день состав жаждет чтобы ты дошел в отдел кадров и принес зонтик сюда именно,движение(отдел кадров)движение взять(зонтик)взять движение(обратно)движение
прибудь пожалуйста в пост охраны и привези кружка коллективу а потом зайди обратно,взять(кружка)взять движение(пост охраны)движение движение(обратно)движение
можете доставить чашка из библиотека ,движение(библиотека)движение взять(чашка)взять движение(обратно)движение
добрый день дойди в пост охраны и привези пенал им,взять(пенал)взять движение(пост охраны)движение
дойди пожалуйста в пункт 556 и доставь для них весы,взять(весы)взять движение(пункт 556)движение
доброе утро твои руководители желают чтобы ты в буфет прихватил телефон после чего телепортировался назад,взять(телефон)взять движение(буфет)движение движение(обратно)движение
добрый вечер твой состав жаждет чтобы ты увез документ для нас именно из библиотека,движение(библиотека)движение взять(документ)взять движение(обратно)движение
добрый вечер Алексей Вячеславович желает чтобы ты довез пенал в кабинет 784 затем вернулся,взять(пенал)взять движение(кабинет 784)движение движение(обратно)движение
можете привезти яблоко в буфет потом съездить назад,взять(яблоко)взять движение(буфет)движение движение(обратно)движение
потрудись прихватить документ в пункт 208,взять(документ)взять движение(пункт 208)движение
потрудись съездить в библиотека и взять печать для них,взять(печать)взять движение(библиотека)движение
 потрудитесь взять тетрадь из пост охраны,движение(пост охраны)движение взять(тетрадь)взять движение(обратно)движение
 телепортируйся в буфет и забери чашка для них,взять(чашка)взять движение(буфет)движение
добрый день мы требуем чтобы ты доставил прибор из буфет,движение(буфет)движение взять(прибор)взять движение(обратно)движение
заедь пожалуйста в пункт 506 и принеси для меня телефон,движение(пункт 506)движение взять(телефон)взять движение(обратно)движение
пойди пожалуйста в пост охраны и возьми им прибор после чего возвращайся обратно,взять(прибор)взять движение(пост охраны)движение движение(обратно)движение
привези аптечка только нам из буфет,движение(буфет)движение взять(аптечка)взять движение(обратно)движение
доброе утро мы требуем чтобы ты прихватил чашка из пункт 95,движение(пункт 95)движение взять(чашка)взять движение(обратно)движение
 коллективу охота чтобы ты занес документация вот для нас из кабинет 44,движение(кабинет 44)движение взять(документация)взять движение(обратно)движение
потрудись принести аптечка в буфет пожалуйста,взять(аптечка)взять движение(буфет)движение
следуй в библиотека и доставь аптечка им,взять(аптечка)взять движение(библиотека)движение
отнеси для нас аптечка из отдел кадров пожалуйста,движение(отдел кадров)движение взять(аптечка)взять движение(обратно)движение
будь добр иди в пункт 604 и забери пенал им и сходи назад,взять(пенал)взять движение(пункт 604)движение движение(обратно)движение
извольте прихватить яблоко в кампус Антарктида ,взять(яблоко)взять движение(кампус Антарктида)движение
 коллегам охота чтобы ты довез работа в медпункт затем пошел на прежнее место,взять(работа)взять движение(медпункт)движение движение(обратно)движение
друг следуй в аудитория 732 и принеси печать коллегам,взять(печать)взять движение(аудитория 732)движение
отнеси инструмент пожалуйста в кампус Африка а затем вернись,взять(инструмент)взять движение(кампус Африка)движение движение(обратно)движение
занеси тетрадь из библиотека пожалуйста,движение(библиотека)движение взять(тетрадь)взять движение(обратно)движение
сгоняй пожалуйста в аудитория 583 и увези яблоко нам,движение(аудитория 583)движение взять(яблоко)взять движение(обратно)движение
дойди пожалуйста в медпункт и захвати тетрадь для них и после возвращайся обратно,взять(тетрадь)взять движение(медпункт)движение движение(обратно)движение
привет я хочу чтобы ты взял зонтик именно мне из библиотека,движение(библиотека)движение взять(зонтик)взять движение(обратно)движение
не сочти за труд зайти в кабинет 555 и передать документация туда,взять(документация)взять движение(кабинет 555)движение
сбегай в кампус Южная Америка и возьми блокнот им,взять(блокнот)взять движение(кампус Южная Америка)движение
добрый день команде охота чтобы ты прихватил аптечка мне из библиотека,движение(библиотека)движение взять(аптечка)взять движение(обратно)движение
прошу занеси кружка в пост охраны потом вернись,взять(кружка)взять движение(пост охраны)движение движение(обратно)движение
пойди в отдел кадров и принеси для них весы,взять(весы)взять движение(отдел кадров)движение
дружок доставь блокнот в пост охраны,взять(блокнот)взять движение(пост охраны)движение
заедь в буфет и захвати кружка оттуда,движение(буфет)движение взять(кружка)взять движение(обратно)движение
привези ножницы в библиотека и после этого следуй обратно ,взять(ножницы)взять движение(библиотека)движение движение(обратно)движение
доброе утро он жаждет чтобы ты увез документация в библиотека,взять(документация)взять движение(библиотека)движение
сходи в кампус Евразия и занеси тетрадь оттуда,движение(кампус Евразия)движение взять(тетрадь)взять движение(обратно)движение
 Полина и Настя желают чтобы ты доставил работа из кабинет 552,движение(кабинет 552)движение взять(работа)взять движение(обратно)движение
добрый вечер просим чтобы ты в отдел кадров захватил работа и добрался в начальную точку,взять(работа)взять движение(отдел кадров)движение движение(обратно)движение
добрый день он жаждет чтобы ты привез документ только мне из кабинет 436,движение(кабинет 436)движение взять(документ)взять движение(обратно)движение
доброе утро им охота чтобы ты в кабинет 676 отвез зонтик а затем прибыл на прежнее место,взять(зонтик)взять движение(кабинет 676)движение движение(обратно)движение
добрый день ей хочется чтобы ты увез кружка в медпункт,взять(кружка)взять движение(медпункт)движение
не сочтите за труд съездить пожалуйста в пост охраны и привезти сюда пенал,движение(пост охраны)движение взять(пенал)взять движение(обратно)движение
пожалуйста не сочти за труд прихватить груз для меня только из кампус Бразилия,движение(кампус Бразилия)движение взять(груз)взять движение(обратно)движение
не откажи в любезности передать инструмент в отдел кадров,взять(инструмент)взять движение(отдел кадров)движение
пожалуйста захвати пенал в кабинет 264,взять(пенал)взять движение(кабинет 264)движение
 хотим чтобы ты привез пицца только для меня из пост охраны,движение(пост охраны)движение взять(пицца)взять движение(обратно)движение
извольте отвезти кружка в буфет,взять(кружка)взять движение(буфет)движение
добрый вечер мне хочется чтобы ты занес яблоко в отдел кадров,взять(яблоко)взять движение(отдел кадров)движение
захвати печать пожалуйста в отдел кадров после сходи обратно,взять(печать)взять движение(отдел кадров)движение движение(обратно)движение
телепортируйся в медпункт и забери чашка для них,взять(чашка)взять движение(медпункт)движение
 доставь блокнот из аудитория 837,движение(аудитория 837)движение взять(блокнот)взять движение(обратно)движение
не откажи в любезности передать инструмент для меня из буфет,движение(буфет)движение взять(инструмент)взять движение(обратно)движение
переместись в библиотека и отвези кружка коллективу,взять(кружка)взять движение(библиотека)движение
не сочти за труд съездить в кампус Антарктида и принести весы им и потом вернуться,взять(весы)взять движение(кампус Антарктида)движение движение(обратно)движение
 захвати чашка из кампус Африка,движение(кампус Африка)движение взять(чашка)взять движение(обратно)движение
сгоняй в кампус Северная Америка и принеси инструмент коллегам,взять(инструмент)взять движение(кампус Северная Америка)движение
не сочтите за труд забрать весы в пост охраны а потом сгонять в начальную точку,взять(весы)взять движение(пост охраны)движение движение(обратно)движение
дружок заедь в кампус Африка и отдай им прибор и вот только тогда следуй назад,взять(прибор)взять движение(кампус Африка)движение движение(обратно)движение
добрый вечер просим чтобы ты привез инструмент сюда только из медпункт,движение(медпункт)движение взять(инструмент)взять движение(обратно)движение
будь добр прибудь в буфет и увези мне весы,движение(буфет)движение взять(весы)взять движение(обратно)движение
добрый вечер довези блокнот именно сюда из кабинет 226,движение(кабинет 226)движение взять(блокнот)взять движение(обратно)движение
добрый вечер коллективу охота чтобы ты занес яблоко только сюда из библиотека,движение(библиотека)движение взять(яблоко)взять движение(обратно)движение
занеси прибор из пункт 225 пожалуйста,движение(пункт 225)движение взять(прибор)взять движение(обратно)движение
доброе утро жаждим чтобы ты довез документация для нас только из пункт 585,движение(пункт 585)движение взять(документация)взять движение(обратно)движение
добрый вечер его группа желает чтобы ты в медпункт отдал аптечка и только после этого дошел в исходную точку,взять(аптечка)взять движение(медпункт)движение движение(обратно)движение
не откажи в любезности принести пенал в аудитория 652 и только тогда переместиться в начальную точку,взять(пенал)взять движение(аудитория 652)движение движение(обратно)движение
добрый день их коллеги желают чтобы ты передал блокнот в кабинет 5 а после чего переместился в исходную точку,взять(блокнот)взять движение(кабинет 5)движение движение(обратно)движение
телепортируйся в медпункт и отдай кружка им,взять(кружка)взять движение(медпункт)движение
пожалуйста можете захватить пенал в библиотека,взять(пенал)взять движение(библиотека)движение
занеси инструмент пожалуйста в библиотека,взять(инструмент)взять движение(библиотека)движение
пожалуйста не откажите в любезности мне только взять груз из кампус Евразия,движение(кампус Евразия)движение взять(груз)взять движение(обратно)движение
будь другом отдай кружка нам именно из медпункт,движение(медпункт)движение взять(кружка)взять движение(обратно)движение
доброе утро ему охота чтобы ты принес документ именно для нас из аудитория 19,движение(аудитория 19)движение взять(документ)взять движение(обратно)движение
привет нам хочется чтобы ты отдал печать в буфет,взять(печать)взять движение(буфет)движение
 забери документация в библиотека и заедь на прежнее место,взять(документация)взять движение(библиотека)движение движение(обратно)движение
можете доставить кружка из библиотека пожалуйста,движение(библиотека)движение взять(кружка)взять движение(обратно)движение
добрый день он желает чтобы ты доставил телефон для нас только из пост охраны,движение(пост охраны)движение взять(телефон)взять движение(обратно)движение
будь другом иди в пост охраны и прихвати телефон сюда,движение(пост охраны)движение взять(телефон)взять движение(обратно)движение
привет их группа хочет чтобы ты принес яблоко именно сюда из буфет,движение(буфет)движение взять(яблоко)взять движение(обратно)движение
дружок привези аптечка в пост охраны,взять(аптечка)взять движение(пост охраны)движение
